Numero;Nome;Data nascimento;Nacionalidade;Freguesia;Concelho;Distrito;Estado Civil;Cônjuge;Morada;Código Postal;Localidade;Telemóvel;Telefone;E-mail;Habilitações Literárias;Cartão de cidadão;N.I.S.S
232;Aicha Sabiá;3-4-1983;Portuguesa;Lijó;Barcelos;Braga;Solteiro;;Rua de Lijó Nº9;4750;Barcelos;931431685;943960430;Aicha.Sabiá@piscinasbarcacellos.pb;Mestrado;75818465;89996954157
233;Dillon Bela;10-2-1983;Portuguesa;Manhente;Barcelos;Braga;Casado;Bubacar Júh;Rua de Manhente Nº37;4750;Barcelos;977506031;946054085;Dillon.Bela@piscinasbarcacellos.pb;Secundário;98572162;96235713422
234;Kellyson Duda;12-1-1971;Portuguesa;Martim;Barcelos;Braga;Casado;Naylah Duca;Rua de Martim Nº48;4750;Barcelos;995276667;915232698;Kellyson.Duda@piscinasbarcacellos.pb;Secundário;35605639;46497028998
235;Sergiu Jiló;4-10-1984;Portuguesa;Moure;Barcelos;Braga;Casado;Lovleen Drica;Rua de Moure Nº88;4750;Barcelos;942924252;954995699;Sergiu.Jiló@piscinasbarcacellos.pb;Secundário;39645599;90086578379
236;Anaïs Pezão;24-6-1995;Portuguesa;Oliveira;Barcelos;Braga;Solteiro;;Rua de Oliveira Nº57;4750;Barcelos;948064652;926947310;Anaïs.Pezão@piscinasbarcacellos.pb;Secundário;92501422;53871032648
237;Kendrick Mila-milu;12-4-1996;Portuguesa;Palme;Barcelos;Braga;Solteiro;;Rua de Palme Nº30;4750;Barcelos;980985526;965708006;Kendrick.Mila-milu@piscinasbarcacellos.pb;Licenciatura;67895749;97896230136
238;Thayla Duca;8-12-1976;Portuguesa;Panque;Barcelos;Braga;Solteiro;;Rua de Panque Nº54;4750;Barcelos;920514256;974696288;Thayla.Duca@piscinasbarcacellos.pb;Secundário;17855794;78949055811
239;Jassira Filó;28-1-1998;Portuguesa;Paradela;Barcelos;Braga;Solteiro;;Rua de Paradela Nº19;4750;Barcelos;912364601;959314220;Jassira.Filó@piscinasbarcacellos.pb;Secundário;77979833;16907180370
240;Jessica Branca;14-7-1979;Portuguesa;Aborim;Barcelos;Braga;Solteiro;;Rua de Aborim Nº25;4750;Barcelos;942044807;948067862;Jessica.Branca@piscinasbarcacellos.pb;Mestrado;69320201;84596726089
241;Rúbia Tudão;28-11-1997;Portuguesa;Adães;Barcelos;Braga;Casado;Kledilson Boneca;Rua de Adães Nº58;4750;Barcelos;956236316;964157559;Rúbia.Tudão@piscinasbarcacellos.pb;Mestrado;59632359;27323140609
242;Maia Val;20-4-1988;Portuguesa;Airó;Barcelos;Braga;Solteiro;;Rua de Airó Nº59;4750;Barcelos;921783415;928144823;Maia.Val@piscinasbarcacellos.pb;Secundário;64640067;72546429441
243;Irina Ninha;9-1-2000;Portuguesa;Aldreu;Barcelos;Braga;Solteiro;;Rua de Aldreu Nº27;4750;Barcelos;966541560;960557840;Irina.Ninha@piscinasbarcacellos.pb;Licenciatura;38042058;78958278483
244;Efim Bob;2-1-1987;Portuguesa;Alvelos;Barcelos;Braga;Solteiro;;Rua de Alvelos Nº88;4750;Barcelos;943664221;933775940;Efim.Bob@piscinasbarcacellos.pb;Secundário;98246985;60226484356
245;Belle Vál;8-3-2000;Portuguesa;Arcozelo;Barcelos;Braga;Casado;Aminata Mel;Rua de Arcozelo Nº23;4750;Barcelos;921999102;930642426;Belle.Vál@piscinasbarcacellos.pb;Licenciatura;57516391;75012028565
246;Cathrionna Duda;6-8-1986;Portuguesa;Balugães;Barcelos;Braga;Casado;Emaan Loro;Rua de Balugães Nº49;4750;Barcelos;944194092;975970942;Cathrionna.Duda@piscinasbarcacellos.pb;Licenciatura;55736172;37500007849
247;Timeea Chiquinha;24-9-1981;Portuguesa;Barcelinhos;Barcelos;Braga;Solteiro;;Rua de Barcelinhos Nº27;4750;Barcelos;938958993;997980208;Timeea.Chiquinha@piscinasbarcacellos.pb;Secundário;28213311;47562516378
248;Bento Xica;3-6-1990;Portuguesa;Barqueiros;Barcelos;Braga;Casado;Niah Pipo;Rua de Barqueiros Nº39;4750;Barcelos;969225234;912578360;Bento.Xica@piscinasbarcacellos.pb;Mestrado;13881997;56865941419
249;Ehinonmen Geno;8-2-1977;Portuguesa;Cambeses;Barcelos;Braga;Casado;Dani Cebolinha;Rua de Cambeses Nº36;4750;Barcelos;946244385;927847420;Ehinonmen.Geno@piscinasbarcacellos.pb;Licenciatura;26087754;88166298830
250;Pascoal Dunga;6-3-1998;Portuguesa;Carapeços;Barcelos;Braga;Casado;Markiyan Bananinha;Rua de Carapeços Nº37;4750;Barcelos;987954792;966472870;Pascoal.Dunga@piscinasbarcacellos.pb;Licenciatura;98166244;42285467912
251;Oscár Mel;26-2-1971;Portuguesa;Carvalhal;Barcelos;Braga;Casado;Owen Tonton;Rua de Carvalhal Nº70;4750;Barcelos;979772421;981000615;Oscár.Mel@piscinasbarcacellos.pb;Mestrado;91053886;18022546420
252;Vitória Negão;3-11-1983;Portuguesa;Carvalhas;Barcelos;Braga;Casado;Xica Neto;Rua de Carvalhas Nº11;4750;Barcelos;981471458;966860453;Vitória.Negão@piscinasbarcacellos.pb;Licenciatura;15137745;49024026185
253;Zilda Dema;9-4-1997;Portuguesa;Cossourado;Barcelos;Braga;Casado;Cristina Pica-Pau;Rua de Cossourado Nº69;4750;Barcelos;915882950;983133108;Zilda.Dema@piscinasbarcacellos.pb;Secundário;98823719;41564062602
254;Apolo Cacau;2-5-1985;Portuguesa;Cristelo;Barcelos;Braga;Solteiro;;Rua de Cristelo Nº33;4750;Barcelos;926136510;960565345;Apolo.Cacau@piscinasbarcacellos.pb;Secundário;67050928;85812953182
255;Gina Lia;7-1-1973;Portuguesa;Fornelos;Barcelos;Braga;Solteiro;;Rua de Fornelos Nº80;4750;Barcelos;928450808;978423154;Gina.Lia@piscinasbarcacellos.pb;Licenciatura;91855602;26812788443
256;Artur Tampinha;26-9-1980;Portuguesa;Fragoso;Barcelos;Braga;Casado;Danilo Nininho;Rua de Fragoso Nº71;4750;Barcelos;963255300;918839388;Artur.Tampinha@piscinasbarcacellos.pb;Mestrado;74917090;68271311079
257;Suria Beto;10-10-1994;Portuguesa;Gilmonde;Barcelos;Braga;Casado;Ni Ratinho;Rua de Gilmonde Nº85;4750;Barcelos;931236237;951818641;Suria.Beto@piscinasbarcacellos.pb;Secundário;92528827;47805249685
258;Runi Maluquinho;17-11-1980;Portuguesa;Lama;Barcelos;Braga;Solteiro;;Rua de Lama Nº54;4750;Barcelos;945724809;973703341;Runi.Maluquinho@piscinasbarcacellos.pb;Secundário;87718705;12643841941
259;Jaziel Sol;28-10-1985;Portuguesa;Lijó;Barcelos;Braga;Casado;Dafny Peuzinha;Rua de Lijó Nº50;4750;Barcelos;997772648;937718017;Jaziel.Sol@piscinasbarcacellos.pb;Mestrado;72382713;90957436436
260;Kelvin Verinha;21-5-1974;Portuguesa;Manhente;Barcelos;Braga;Casado;Nirbhay Lobão;Rua de Manhente Nº55;4750;Barcelos;958376392;990017932;Kelvin.Verinha@piscinasbarcacellos.pb;Mestrado;68837955;51905230178
261;Salomão Nôh;1-7-1978;Portuguesa;Martim;Barcelos;Braga;Solteiro;;Rua de Martim Nº30;4750;Barcelos;911208187;946848147;Salomão.Nôh@piscinasbarcacellos.pb;Mestrado;44768319;69594333307
262;Dominique Pity;7-5-2000;Portuguesa;Moure;Barcelos;Braga;Casado;Émilly Xuxa;Rua de Moure Nº96;4750;Barcelos;986083639;963915172;Dominique.Pity@piscinasbarcacellos.pb;Licenciatura;18377064;28974260168
263;Skylar Pretinho;20-3-1974;Portuguesa;Oliveira;Barcelos;Braga;Casado;Ismael Gáu;Rua de Oliveira Nº99;4750;Barcelos;955117374;915133696;Skylar.Pretinho@piscinasbarcacellos.pb;Secundário;10047146;20200984475
264;Ellen Sabiá;18-3-2000;Portuguesa;Palme;Barcelos;Braga;Solteiro;;Rua de Palme Nº45;4750;Barcelos;933384824;913676474;Ellen.Sabiá@piscinasbarcacellos.pb;Secundário;31437113;36373247174
265;Kaela Tita;23-12-1985;Portuguesa;Panque;Barcelos;Braga;Solteiro;;Rua de Panque Nº19;4750;Barcelos;951352848;962995399;Kaela.Tita@piscinasbarcacellos.pb;Secundário;38032558;50620052002
266;Katie Déca;2-6-1989;Portuguesa;Paradela;Barcelos;Braga;Solteiro;;Rua de Paradela Nº52;4750;Barcelos;975109244;938448634;Katie.Déca@piscinasbarcacellos.pb;Secundário;60068107;83923013457
267;Lavonne Nél;18-8-1998;Portuguesa;Pereira;Barcelos;Braga;Casado;Silmery Neguinho;Rua de Pereira Nº32;4750;Barcelos;926500497;972241016;Lavonne.Nél@piscinasbarcacellos.pb;Secundário;24950341;33910444240
268;Aimeé Bar;6-6-1987;Portuguesa;Perelhal;Barcelos;Braga;Casado;Ilídio Peuzinha;Rua de Perelhal Nº28;4750;Barcelos;951170512;920314480;Aimeé.Bar@piscinasbarcacellos.pb;Mestrado;33140010;23742035295
269;Alina Galego;28-9-1978;Portuguesa;Pousa;Barcelos;Braga;Solteiro;;Rua de Pousa Nº79;4750;Barcelos;955588385;929738857;Alina.Galego@piscinasbarcacellos.pb;Secundário;65146697;26432718766
270;Bella Gordo;25-9-1970;Portuguesa;Cambeses;Barcelos;Braga;Casado;Abdul Japa;Rua de Cambeses Nº87;4750;Barcelos;991600171;991773619;Bella.Gordo@piscinasbarcacellos.pb;Secundário;74544256;40844551186
271;Gurnoor Flor;23-2-1993;Portuguesa;Carapeços;Barcelos;Braga;Solteiro;;Rua de Carapeços Nº40;4750;Barcelos;997915488;924376342;Gurnoor.Flor@piscinasbarcacellos.pb;Secundário;41877133;38625351891
272;Ioan Dunga;9-5-1997;Portuguesa;Carvalhal;Barcelos;Braga;Solteiro;;Rua de Carvalhal Nº78;4750;Barcelos;935725478;990413099;Ioan.Dunga@piscinasbarcacellos.pb;Licenciatura;53939431;68532574059
273;Maisha Pica-Pau;5-10-1992;Portuguesa;Carvalhas;Barcelos;Braga;Casado;Ciro Mila-milu;Rua de Carvalhas Nº13;4750;Barcelos;956615594;943020432;Maisha.Pica-Pau@piscinasbarcacellos.pb;Licenciatura;59117866;52071563454
274;Túlipa Fofão;2-1-1983;Portuguesa;Cossourado;Barcelos;Braga;Casado;Jofrania Melão;Rua de Cossourado Nº36;4750;Barcelos;959037541;999956029;Túlipa.Fofão@piscinasbarcacellos.pb;Mestrado;56020194;48046684548
